City,Company,Summary,Title,Salary
Austin,University of Texas at Austin,Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210
Austin,University of Texas at Austin,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210
Austin,University of Texas at Austin,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210
Austin,University of Texas at Austin,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210
Austin,University of Texas at Austin,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210
Austin,University of Texas at Austin,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210
Austin,University of Texas at Austin,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210
Austin,University of Texas at Austin,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
Austin,University of Texas at Austin,Ability to interpret CT data as applicable to fossil preparation and collections activities. To improve the Jackson School Museum of Earth History Paleontology...,Research Engineering/ Scientist Associate II - Paleontology...,3210
Austin,University of Texas at Austin,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...,8541.5
